accx,accy,accz,gyrx,gyry,gyrz
-0.3496,0.598,0.0156,-114.563,99.6704,46.6919
-0.1512,0.0337,-0.4021,-118.8354,-70.3735,-108.7646
1.0658,-1.1761,-0.0106,36.8652,-234.7412,-157.8979
1.645,-1.0936,0.2777,124.3286,-145.6299,-36.9873
1.3671,-0.5719,1.083,66.2231,-3.479,75.6836
1.0459,0.1254,1.3328,-26.123,181.5796,115.4175
0.5336,0.2744,0.6143,-45.9595,216.7358,109.9854
-0.1271,0.4586,-0.0538,-116.0889,67.8101,51.5747
-0.2782,-0.2864,-0.6888,-99.5483,-231.5674,-159.1187
1.3971,-1.6388,0.3682,90.0269,-255.6152,-125.9155
1.3938,-0.5989,1.5289,112.4878,-112.3657,105.4688
1.1924,-0.5499,1.4371,41.0767,111.7554,127.9297
0.5802,0.1313,0.9607,-44.8608,254.5166,146.0571
-0.1575,0.5872,0.0475,-93.4448,143.7378,90.5151
-0.2209,0.205,-0.4878,-152.3437,-108.7646,-35.8887
1.2115,-1.1927,0.153,76.1108,-270.6299,-32.5317
1.7482,-0.5081,1.6066,189.3311,-237.3047,66.7725
1.0728,-0.1718,1.2683,-7.8735,160.4614,111.2671
0.6832,0.3278,1.0037,-50.1099,211.5479,122.0093
-0.0337,0.595,0.2637,-98.3276,144.165,54.2603
-0.2094,0.2307,-0.252,-130.249,-39.6729,-73.6694
0.417,-1.1904,-0.4534,29.541,-301.3306,-193.7256
1.6202,-1.1877,0.5819,145.3857,-172.7905,14.0991
1.4034,-0.4485,1.4471,64.7583,-0.5493,98.999
0.8982,0.1129,1.3467,-6.2866,181.3354,99.0601
0.3387,0.3071,0.4941,-72.4487,218.2617,70.1294
-0.1132,0.3746,-0.1401,-115.4175,63.9648,27.5269
-0.2855,-0.454,-0.7004,-66.7725,-294.8608,-138.5498
1.3796,-1.1617,0.8723,90.3931,-278.5645,-36.3159
1.49,-0.7117,1.522,33.2031,-36.0718,101.7456
1.1437,-0.2993,1.4988,33.1421,140.0146,124.8169
0.6407,0.2155,1.0367,-43.7012,245.3003,112.4878
0.0238,0.4969,0.1689,-112.793,128.6011,79.7119
-0.1616,0.2039,-0.3811,-166.1377,-60.73,15.8691
0.6155,-1.2214,-0.093,96.8018,-330.6274,-142.334
1.4735,-1.2356,0.4568,194.0918,-148.8037,-20.0195
1.3038,-0.542,1.4023,43.0298,54.3823,95.2759
0.9949,-0.0779,1.2227,-20.752,198.8525,115.6006
0.3103,0.2795,0.3208,-69.9463,200.6836,91.5527
-0.079,0.3429,-0.1586,-137.3901,13.0615,40.1611
-0.0049,-0.4442,-0.4696,-82.0313,-248.291,-99.9756
1.5582,-1.451,0.4036,87.5244,-212.7686,-16.1133
1.7865,-0.3232,1.8425,22.583,13.2446,137.3291
0.9456,0.3528,1.5697,-22.4609,163.0249,139.2822
0.2167,0.5686,0.6449,-90.3931,194.0918,78.9185
-0.2456,0.4648,-0.0046,-125.1221,59.8145,-23.1934
-0.1348,-0.8462,-0.5234,-2.6245,-293.5791,-176.6357
1.6522,-1.4579,0.5441,150.5127,-210.5713,-11.9019
1.532,-0.37,1.73,30.2124,-16.2964,112.1216
0.9043,0.1445,1.5177,-19.104,165.1611,122.4365
0.4142,0.3899,0.7513,-94.2383,188.3545,91.4307
-0.036,0.4481,0.1615,-126.3428,70.6177,38.9404
-0.1567,-0.1238,-0.5283,-101.5015,-154.8462,-133.667
1.4718,-1.1404,0.2988,108.7646,-221.8628,-70.2515
1.6819,-0.578,1.6378,78.6743,-49.1943,70.6177
1.0516,-0.0117,1.5388,23.1323,109.8633,110.0464
0.517,0.4163,0.9602,-54.2603,200.8057,100.8911
0.0343,0.514,0.2689,-93.0176,135.9863,77.2095
-0.2902,0.2191,-0.428,-122.1924,-128.2349,-64.209
0.7749,-1.4207,0.3384,101.1963,-358.7036,-158.1421
1.4875,-1.2448,0.6893,138.7329,-94.9097,16.0522
1.2406,-0.5151,1.6669,34.1797,45.105,116.333
0.9161,-0.0325,1.5172,-63.3545,176.9409,142.1509
0.2001,0.3472,0.45,-96.4966,228.8818,106.8115
-0.1953,0.375,-0.0979,-131.5308,70.7397,60.3027
-0.2286,-0.7849,-0.7301,-28.7476,-308.2275,-190.3687
1.5916,-1.3544,0.3801,112.9761,-207.5195,-59.2651
1.6248,-0.6615,1.6237,35.0952,-95.0928,95.0317
0.9694,-0.0447,1.4513,-23.8037,114.9292,135.1929
0.5062,0.2941,0.7977,-62.9272,225.4639,102.6001
0.0079,0.4406,0.0958,-153.3203,107.9102,71.7163
-0.3015,-0.2598,-0.7003,-109.6191,-249.1455,-111.6943
1.0596,-1.2961,0.5868,93.3838,-350.3418,-68.4814
1.187,-1.0819,0.9186,158.2031,-96.4355,81.3599
1.0629,-0.3049,1.6699,56.9458,35.9497,127.3804
0.704,-0.0166,1.3049,-54.0161,223.8159,129.6387
0.2175,0.3601,0.3922,-122.5586,205.2612,108.5815
-0.1478,0.3018,-0.2281,-165.7715,11.0474,58.8379
-0.0155,-0.5149,-0.4722,-47.2412,-305.4199,-116.333
1.5695,-1.087,0.9167,112.5488,-192.749,-9.8877
1.5699,-0.9587,1.0225,108.5815,13.1226,75.9277
1.1229,0.1003,1.448,-4.2114,140.1367,121.582
0.6411,0.2117,0.7893,-75.8057,231.7505,118.2861
-0.0452,0.3757,-0.063,-145.5078,73.2422,94.4214
-0.1588,-0.2026,-0.5004,-79.3457,-218.6279,-102.6611
1.2531,-1.2273,0.4033,112.3657,-196.6553,-37.5977
1.9119,-0.4635,1.8265,55.9082,-93.0176,120.6055
1.2213,0.0671,1.4995,5.8594,176.1475,113.5864
0.6462,0.3743,0.9119,-53.1006,224.0601,82.8857
0.0828,0.5004,0.3563,-101.5625,169.8608,56.7627
-0.267,0.1957,-0.2031,-158.0811,-10.376,-1.4038
0.2933,-1.0647,-0.1671,-2.3193,-361.5112,-186.3403
1.5352,-1.2689,0.2351,96.2524,-167.8467,-5.6152
1.594,-0.4015,1.5818,35.5835,-135.6812,176.2695
1.0853,-0.0348,1.2562,-7.5073,202.5757,113.1592
0.5763,0.3199,0.7017,-76.0498,204.834,124.3286
-0.0737,0.5798,0.1711,-129.8218,108.5815,68.1152
-0.2047,0.2632,-0.3627,-136.9629,-85.3882,-32.6538
0.6987,-1.1559,0.204,52.002,-381.4087,-175.1099
1.6351,-1.1849,0.3136,129.2725,-128.2349,-1.6479
1.5571,-0.3937,1.4846,88.8672,-66.6504,85.5103
1.0872,0.0826,1.5724,-10.6201,163.208,124.8169
0.5322,0.202,0.7013,-60.2417,236.3892,92.4683
0.1508,0.4015,0.2593,-107.3608,155.8228,67.1997
-0.276,0.1472,-0.571,-180.7251,-123.7793,1.2817
0.4197,-0.946,0.1086,44.1284,-398.4985,-169.6167
1.4305,-1.4373,0.5745,66.04,-122.3755,-18.4326
1.2415,-0.5439,1.6506,109.1309,-53.2837,121.1548
0.916,-0.1144,1.5277,45.166,165.9546,115.1123
0.4899,0.2076,0.8221,-39.4897,276.9165,106.9336
0.0654,0.392,0.0922,-130.9204,129.8828,67.8711
-0.1781,0.0248,-0.5619,-146.2402,-151.7944,-5.0049
1.0255,-1.4381,0.3992,99.8535,-335.5103,-143.8599
1.3944,-0.8835,1.1754,112.3657,-156.25,80.9326
1.2573,-0.4827,1.5873,83.6792,117.7368,120.3613
0.7129,0.1111,1.1455,-23.3154,242.6758,107.3608
0.1475,0.3857,0.3534,-100.9521,189.6362,68.9087
-0.2389,0.281,-0.4127,-158.4473,-50.8423,26.6113
0.7332,-0.9395,0.2804,40.3442,-325.3784,-131.7139
1.4316,-1.3175,0.2142,129.7607,-130.9204,6.2256
1.3479,-0.5614,1.1938,33.02,-25.9399,96.8018
1.1152,-0.0614,1.4756,-27.5269,159.2407,127.9907
0.5803,0.1779,0.6257,-58.1055,265.0146,96.3745
-0.0118,0.3541,-0.0553,-102.356,121.9482,35.6445
-0.3408,0.0521,-0.7034,-136.1694,-173.4619,-44.4336
1.0929,-1.1036,0.3651,74.4629,-274.353,-102.478
1.4038,-0.8903,1.0925,152.4658,-180.1147,82.5195
1.2203,-0.4917,1.5807,53.1616,58.7769,111.4502
0.8447,-0.0023,1.392,-31.311,208.8623,137.3901
0.3137,0.2805,0.5037,-56.0303,273.9868,104.126
-0.0649,0.3531,-0.0656,-107.0557,116.0889,64.4531
-0.2787,0.0625,-0.5659,-113.0371,-223.0835,-64.8193
1.0287,-1.1899,0.5358,81.1768,-327.5757,-100.5249
1.3494,-1.0901,0.7659,115.3564,-218.2007,13.4277
1.1858,-0.3634,1.785,108.7646,-75.6226,104.0039
0.8326,0.0115,1.8042,-13.9771,170.9595,125.5493
0.373,0.1689,0.886,-72.3267,285.3394,81.7261
0.0566,0.3334,0.2102,-103.9429,191.8945,45.5322
-0.1439,0.1398,-0.314,-151.6113,28.9917,14.7095
-0.0339,-0.6591,-0.7737,-46.6309,-274.5361,-165.2222
1.3652,-1.1931,0.3953,67.1997,-222.8394,-10.1929
1.4158,-0.7322,1.4131,101.6235,-168.2129,61.5845
1.1088,-0.3441,1.5448,95.1538,73.9136,135.8643
0.7223,-0.0221,1.0632,-18.4326,214.0503,131.2866
0.2716,0.3636,0.3903,-95.5811,198.1201,141.2964
0.0491,0.3956,-0.0813,-139.2212,88.2568,43.8843
-0.1938,0.0712,-0.6932,-151.6113,-143.4326,-38.5132
0.8539,-1.2249,0.2286,89.1724,-319.519,-143.7378
1.3921,-1.0927,0.8619,134.2163,-195.4956,-29.0527
1.3186,-0.693,1.5693,104.3701,-33.4473,95.7031
0.907,-0.3402,1.3781,7.7515,169.0674,149.1089
0.4204,0.1923,0.8562,-49.9268,249.8169,142.8833
0.1014,0.4226,0.2349,-89.4775,130.6152,125.3662
-0.1482,0.2968,-0.2581,-156.6772,9.1553,19.7144
0.0188,-0.6796,-0.7042,-89.8438,-300.0488,-177.8564
1.6466,-1.3676,0.5809,114.0137,-203.4302,-46.3867
1.303,-0.6555,1.1733,164.3677,-197.5098,70.9229
1.1235,-0.3955,1.5643,57.7393,112.6709,125.9155
0.7061,0.0132,1.1227,-25.1465,260.7422,149.9023
0.1198,0.4413,0.3716,-68.9697,231.8115,107.605
-0.1776,0.3251,-0.0428,-197.3877,-23.8037,90.3931
-0.1272,-0.228,-0.653,-114.8071,-326.1719,-130.3711
1.4808,-1.5134,0.6229,103.5767,-267.1509,-99.4263
1.1003,-0.885,1.3616,119.0186,-194.5801,97.4731
0.9092,-0.186,2.041,17.0898,127.5024,122.2534
0.5812,-0.0718,1.1208,-54.4434,246.7651,125.6104
0.0791,0.3905,0.2173,-82.0313,194.0308,89.9658
-0.168,0.2377,-0.3063,-145.3857,9.8877,15.5029
0.0212,-0.5769,-0.5443,-85.144,-303.6499,-138.3667
1.202,-1.2399,0.6707,64.3311,-268.6768,-90.21
1.2499,-1.0144,1.4801,73.6084,-124.8779,51.0254
1.1428,-0.4904,2.0475,44.4336,52.002,117.1875
0.6515,-0.3436,1.2577,-10.7422,252.2583,156.9824
0.1371,0.4833,0.4811,-62.2559,231.2012,135.2539
-0.0857,0.4426,0.002,-103.3325,108.0933,46.7529
-0.1871,0.2257,-0.5662,-187.6221,-133.9111,-34.1797
0.4031,-1.3391,0.2802,54.3823,-464.7827,-158.0811
1.0256,-1.2528,1.5201,53.0396,-244.4458,17.5171
0.7936,-0.9265,1.8384,91.5527,56.2134,142.9443
0.7473,-0.496,1.6138,25.0854,202.5757,181.7627
0.24,0.2393,0.8385,-36.2549,290.0391,171.875
-0.0548,0.4103,0.0494,-92.8345,151.9775,94.1772
-0.0249,0.2911,-0.3251,-109.436,-6.2866,8.9111
0.0936,-0.0216,-0.4988,-156.0059,-294.3115,-91.8579
0.8939,-1.498,1.259,75.7446,-474.9756,-113.5254
0.8755,-0.8787,1.9631,82.0313,-122.3755,90.332
0.4409,-0.699,1.7318,108.2153,71.167,184.082
0.3552,-0.0361,1.4667,-5.6763,259.8877,191.5283
0.0516,0.3274,0.4713,-105.1025,261.3525,133.4229
-0.0841,0.3103,-0.0808,-135.1929,130.9204,56.3965
-0.187,0.1105,-0.6708,-191.4062,-127.6855,-3.3569
0.5914,-1.5082,0.4371,85.083,-465.6372,-194.5801
1.3649,-1.3341,0.9957,115.6006,-153.1982,-21.4844
1.3165,-0.8828,1.8103,74.8901,14.7095,124.3896
0.9137,-0.2339,1.5232,8.606,209.9609,182.0068
0.2642,0.2881,0.421,-51.2695,260.1318,118.8965
-0.04,0.3939,-0.0742,-126.0376,75.6836,111.0229
-0.234,0.2437,-0.4199,-117.0044,-62.8662,-24.6582
0.2815,-1.0305,0.1167,12.5732,-447.6929,-180.542
1.2075,-1.3265,1.0405,60.73,-223.6328,-5.0049
1.1622,-1.0217,1.8328,118.1641,-15.3809,89.9048
0.7534,-0.4855,1.6626,5.188,218.9941,166.687
0.2543,0.2219,0.9056,-14.2212,288.5742,179.8706
-0.0454,0.4379,0.115,-91.1865,154.2358,98.1445
-0.1588,0.2908,-0.2721,-129.3945,-27.0996,25.4517
0.2288,-0.3866,-0.5494,-66.1011,-300.293,-141.9067
1.2311,-1.1892,0.9111,81.7261,-286.6211,-52.3682
1.0601,-0.8756,1.5806,124.2676,-41.748,72.7539
0.9042,-0.3728,1.9316,33.3862,172.2412,142.2119
0.4572,-0.05,0.9368,-52.3682,287.5366,145.874
0.0571,0.3556,0.1429,-98.0225,202.6978,104.0039
-0.1829,0.256,-0.36,-168.457,-13.4277,22.2168
-0.1594,-0.4005,-0.5964,-67.688,-363.9526,-125.4272
1.1857,-1.4432,1.1302,66.7725,-319.458,-98.999
0.8237,-1.0847,1.637,115.2954,-149.231,125.4883
0.5643,-0.7496,1.7224,-1.709,121.6431,154.7852
0.4243,0.0239,1.3549,22.2778,262.9395,164.3066
0.1604,0.2465,0.4402,-77.2095,224.4873,92.8955
-0.0522,0.391,0.0109,-164.917,76.2329,77.6978
-0.0757,0.1896,-0.4694,-154.9072,-137.5122,-67.9321
0.3875,-1.4641,0.1716,53.772,-431.7017,-192.749
1.0366,-1.2272,1.2292,74.646,-148.0103,28.1982
0.7737,-0.9375,1.8716,124.2676,-23.1323,97.0459
0.599,-0.4565,1.7633,11.7187,163.9404,165.2222
0.1906,0.1638,0.8221,-22.583,285.1562,188.2324
0.0669,0.3777,0.2484,-117.7368,188.0493,101.2573
-0.1613,0.2848,-0.4554,-160.7056,8.4839,20.6299
0.0486,-0.4386,-0.3435,-67.3218,-337.7075,-146.4233
1.165,-1.4141,1.0128,81.4209,-268.7988,-113.8306
1.0925,-1.2075,1.4155,136.4746,-121.46,59.4482
0.8884,-0.7329,1.8763,28.6865,57.4951,135.9253
0.5698,-0.1746,1.4375,-29.48,285.7666,168.7622
0.1581,0.2606,0.4502,-34.8511,298.2178,130.3711
-0.1156,0.3094,-0.2433,-138.5498,129.5776,60.8521
-0.2388,0.0747,-0.7727,-155.3345,-229.0649,-4.0894
0.7888,-1.2155,0.9719,67.627,-453.6133,-130.6152
1.0172,-1.1567,1.3494,64.1479,-172.4243,30.7617
0.8265,-0.642,2.0819,91.7358,17.4561,117.981
0.5028,-0.2006,1.613,6.1035,249.6338,151.9775
0.1544,0.2729,0.5361,-85.8154,246.8872,111.8164
-0.1295,0.2272,-0.2705,-137.0239,69.7632,45.166
-0.1837,-0.1366,-0.6438,-117.7368,-274.231,-71.0449
0.5793,-1.075,1.1741,71.0449,-410.3394,-142.1509
0.6531,-1.1202,1.5319,62.0728,-139.8926,51.2695
0.5349,-0.8086,1.9967,82.0313,61.5234,152.0386
0.4413,-0.4006,1.7374,21.4233,260.6812,160.0342
0.1842,0.1306,0.8986,-64.209,294.0063,144.8975
-0.0608,0.4271,0.1774,-141.5405,175.2319,105.3467
-0.0852,0.0084,-0.5594,-148.9258,-40.6494,-1.5869
0.1162,-0.6858,-0.2709,10.9253,-396.7896,-161.9873
1.1794,-1.1713,0.8782,59.021,-135.3149,-3.6011
1.097,-0.4807,1.9712,81.9092,-84.2896,101.4404
0.8702,-0.2885,1.679,27.5269,167.1143,100.708
0.515,0.035,0.9612,-50.6592,254.5166,111.5723
0.1412,0.4042,0.1909,-93.9331,207.1533,90.6982
-0.0562,0.1372,-0.4283,-122.4976,50.4761,21.9727
-0.057,-0.3768,-0.5317,-33.5693,-361.145,-118.8354
1.2056,-1.1187,1.1118,74.8901,-225.1587,-50.7202
1.0522,-1.1274,1.2396,117.3096,-91.0645,46.814
0.968,-0.59,1.7642,36.9263,65.0024,131.5918
0.7733,-0.2386,1.4369,-28.6255,207.3364,163.269
0.3,0.366,0.5526,-43.8843,253.9062,119.2017
-0.1654,0.6122,0.0002,-121.6431,107.2998,78.3691
-0.3866,0.076,-0.7184,-145.3247,-177.063,-72.6318
0.6295,-1.0103,0.66,46.6919,-350.2808,-139.3433
1.0742,-1.2312,1.4114,81.7261,-181.3965,-6.3477
0.8496,-0.9204,1.5931,67.5049,-78.7964,136.3525
0.782,-0.4822,1.6805,17.395,95.0317,161.6211
0.4423,-0.0012,1.1819,-27.5879,272.0947,132.3242
0.0168,0.3369,0.2698,-99.0601,230.1636,113.4033
-0.075,0.2426,-0.2815,-114.3799,67.2607,41.2598
0.03,-0.078,-0.4807,-77.3926,-219.7266,-84.4727
0.9867,-1.1838,0.7128,102.1118,-329.1016,-153.8696
1.2524,-1.2952,0.8989,130.4321,-137.207,40.7715
0.8859,-0.6648,1.3489,107.5439,16.2964,99.5483
0.8214,-0.375,1.3942,-26.062,137.5122,151.6113
0.323,0.2346,0.7639,-71.5332,278.4424,152.4658
-0.0735,0.4734,0.0359,-121.521,140.0146,79.1626
-0.2567,0.1857,-0.6257,-167.9077,-130.3101,2.8687
0.3802,-0.785,0.1443,24.8413,-360.4126,-161.8652
1.2372,-1.4368,0.9214,93.3838,-226.7456,-75.6836
0.8357,-0.9326,1.3011,129.9438,-110.0464,63.6597
0.7885,-0.537,1.7896,71.106,62.6831,125.9155
0.7069,-0.1685,1.5056,-41.687,204.895,143.4326
0.3588,0.2361,0.6279,-80.3223,247.1313,131.7139
0.0238,0.3716,0.0198,-135.6812,160.0342,73.3643
-0.2213,-0.0743,-0.7201,-160.3394,-129.3945,-43.7622
0.3879,-1.036,0.455,22.2168,-436.3403,-158.9966
0.9753,-1.5509,1.025,43.5181,-228.7598,-34.5459
0.7219,-1.0825,1.433,70.6177,-115.7837,104.0649
0.5955,-0.7041,1.7643,48.8892,84.2896,170.9595
0.3767,-0.3219,1.3087,-24.8413,251.2207,192.8711
0.184,0.2584,0.6797,-114.563,249.939,149.5972
0.014,0.4072,0.0712,-140.4419,122.3755,59.4482
-0.095,0.1332,-0.6147,-173.5229,-92.9565,-13.0615
0.4978,-0.9839,0.0115,12.5122,-354.3701,-166.748
1.3904,-1.4459,0.8864,78.5522,-151.8555,-34.6069
0.9087,-1.0532,1.2126,143.4937,-90.332,94.2993
0.7904,-0.4717,1.4993,27.5879,80.8716,151.7334
0.4731,-0.0746,0.8553,-63.1714,243.1641,148.3765
0.2004,0.2889,0.3263,-90.7593,178.5889,94.2383
-0.0961,0.3437,-0.2096,-197.1436,-33.6914,57.8003
0.1503,-0.3214,-0.2196,-51.7578,-292.3584,-119.9341
1.25,-1.2756,1.0179,73.9136,-251.2207,-108.0322
0.9747,-1.1826,1.053,108.6426,-160.0952,44.6167
0.835,-0.6755,1.8022,85.6934,-11.7798,116.2109
0.6499,-0.0857,1.6877,34.1797,205.1392,157.0435
0.2544,0.2286,0.7264,-67.1997,257.6904,129.5776
0.0554,0.3326,0.1204,-148.8037,136.7798,90.6982
-0.1008,-0.0583,-0.6146,-167.9077,-70.9229,-20.874
0.3954,-1.0322,0.1213,51.2085,-388.916,-162.4146
1.121,-1.2056,0.8933,98.6938,-165.0391,-40.4663
1.0764,-0.7755,1.5469,139.4653,-62.0728,62.439
0.8489,-0.4456,1.5099,66.4673,115.8447,116.5161
0.6392,-0.2216,0.9906,-17.2119,233.7036,145.5688
0.246,0.3661,0.2458,-86.3037,185.2417,107.9712
0.0214,0.1307,-0.3309,-145.5688,17.395,37.2925
-0.0405,-0.2485,-0.5825,-107.5439,-261.9019,-77.0264
0.9592,-1.0543,0.8505,68.2373,-290.8325,-114.6851
0.9285,-1.0536,1.1503,64.3921,-138.5498,45.4102
0.8397,-0.6316,1.7406,127.8076,1.709,107.5439
0.7235,-0.3785,1.5139,-4.3945,165.1611,145.813
0.45,0.1003,0.8346,-65.6738,221.8018,136.9019
0.2567,0.3127,0.3801,-86.4868,178.9551,68.7866
-0.0762,0.2184,-0.2595,-144.8975,19.2871,3.7231
-0.0076,-0.3368,-0.4031,-42.6636,-277.0386,-140.3198
0.9351,-1.2203,0.7766,92.7734,-214.1724,-73.4253
1.0085,-0.9701,1.217,147.8882,-93.1396,31.6162
0.9558,-0.6,1.5778,32.4097,44.6777,112.3047
0.8672,-0.4281,1.3573,0.4883,168.9453,106.3843
0.5282,0.1353,0.9064,-88.562,222.6562,115.9058
0.1127,0.2124,0.0988,-139.1602,121.1548,75.6836
-0.0992,-0.1476,-0.6223,-147.522,-72.1436,-9.1553
0.5875,-1.2091,0.4258,67.9932,-410.8276,-145.0806
1.0619,-1.1798,1.0575,71.7773,-173.1567,35.2783
1.0205,-0.6346,1.8608,101.3184,28.8086,139.5264
0.9109,-0.4847,1.7504,-8.728,184.6924,161.499
0.2676,0.325,0.9004,-62.8662,275.2686,152.2827
-0.1587,0.3739,0.1064,-101.8677,164.3677,36.2549
-0.26,0.1575,-0.3951,-167.4194,-93.6279,-29.6631
0.0671,-0.6892,-0.0775,-3.0518,-381.3477,-173.8281
1.0913,-1.3729,0.759,45.7153,-179.6265,-35.3394
1.0408,-0.8357,1.5337,108.8257,-96.6187,96.4966
0.8977,-0.2946,2.0863,75.7446,96.0693,136.2305
0.48,-0.0745,1.2339,0.4272,259.7046,151.1841
0.0105,0.3639,0.3312,-68.2983,229.0649,82.2754
-0.1401,0.2802,-0.2369,-178.2227,63.2324,82.8247
-0.184,-0.2229,-0.7531,-128.418,-249.3896,-95.0317
0.9666,-1.2668,1.021,93.6279,-342.3462,-128.418
1.1372,-1.1221,1.4968,144.3481,-89.2334,50.2319
0.8092,-0.7054,1.7273,85.5103,-30.6396,135.437
0.641,-0.0543,1.7076,26.9775,157.5317,145.9351
0.4155,0.0472,1.0127,-86.4868,245.1782,126.4038
-0.1012,0.2083,0.1044,-115.5396,222.7173,41.5039
-0.3223,0.0978,-0.5911,-188.9648,-70.8008,29.0527
0.0463,-0.8865,-0.4469,15.1978,-427.9175,-151.4893
1.1154,-1.282,1.1348,93.0176,-265.5029,-21.4233
0.8538,-0.9077,1.7455,94.6655,-69.9463,108.9478
0.5962,-0.5038,1.7294,4.4556,153.3813,149.231
0.4109,-0.0181,1.1085,-53.1006,245.8496,137.6343
0.2205,0.3879,0.4636,-47.8516,227.2339,75.4395
0.0404,0.2891,-0.0934,-139.1602,96.7407,33.3862
0.0726,-0.1333,-0.5638,-113.8306,-128.3569,-98.6938
0.441,-1.3435,0.324,80.8105,-424.1943,-171.936
1.0576,-1.2642,1.0612,86.731,-187.9883,30.3345
0.9713,-0.7289,1.7709,87.2192,-1.0376,107.666
0.6599,-0.3082,1.5522,-27.3438,221.9238,143.6157
0.3765,0.0726,0.7223,-75.7446,279.9072,115.1733
0.076,0.3696,0.0002,-104.3091,166.8701,49.6826
0.0068,0.0973,-0.4467,-180.603,-47.3022,5.7373
0.0004,-0.9871,-0.4285,26.1841,-389.8315,-219.2383
1.1489,-1.4562,0.9548,97.0459,-252.0142,-31.3721
1.1283,-0.9213,1.6971,107.9712,-67.5659,97.5342
0.7706,-0.5599,1.4172,9.4604,163.8794,174.4995
0.4673,-0.0367,0.8141,-72.0215,260.3149,145.2637
0.1564,0.3666,0.1748,-101.6846,184.082,101.1353
-0.0298,0.2061,-0.2976,-151.2451,10.9863,29.6631
-0.0955,-0.4124,-0.6488,-89.9048,-338.8062,-127.1973
1.1929,-1.5975,0.9497,101.0742,-308.5937,-123.5352
0.9417,-1.349,1.0646,135.8032,-145.6909,47.4243
0.8734,-0.7604,1.7772,35.3394,70.8618,158.2642
0.5071,-0.3485,1.2319,-66.8945,261.9019,176.9409
0.3169,0.1481,0.5475,-87.4023,246.3379,129.7607
-0.1423,0.307,-0.0929,-164.856,92.4683,69.397
-0.2347,-0.2633,-0.781,-139.8315,-222.9614,-72.0825
1.332,-1.3374,1.2355,102.1118,-368.8965,-131.4087
1.0526,-1.4063,0.9133,98.5718,-172.3022,4.2114
1.0756,-0.8352,1.7668,71.5332,-41.5039,94.2383
0.7025,-0.2036,1.4545,20.2637,168.7622,139.2822
0.3287,0.1632,0.663,-49.0112,251.8921,109.6802
0.2308,0.3323,0.1512,-111.4502,138.4888,86.2427
-0.0125,0.3079,-0.3324,-142.4561,-8.4839,-5.3101
-0.0715,-0.9713,-0.4385,23.5596,-417.3584,-197.5098
1.1992,-1.238,1.613,59.7534,-302.9785,-34.1187
0.8807,-0.8717,1.5341,65.3687,-18.0664,101.0132
0.7349,-0.5012,1.5443,-5.127,112.9761,140.2588
0.553,-0.001,1.1864,-52.5513,238.1592,139.3433
0.1815,0.3812,0.4283,-74.1577,257.8125,74.7681
-0.0415,0.3346,-0.0743,-134.4604,107.7881,23.0713
-0.1654,-0.218,-0.7572,-121.46,-191.7725,-76.7212
0.5612,-1.4318,0.7339,93.4448,-462.8906,-169.7388
1.0433,-1.3582,1.2184,77.8198,-134.2163,62.1948
0.8013,-0.9257,1.6122,100.1587,-40.9546,156.4331
0.5991,-0.2163,1.5708,25.9399,180.1758,167.5415
0.4502,-0.1267,0.9325,-75.4395,269.043,146.8506
0.2418,0.233,0.1522,-132.5684,175.7812,115.4785
0.0758,0.3185,-0.2372,-171.0815,7.0801,57.1899
-0.0703,-0.2245,-0.5897,-115.0513,-279.2969,-118.5303
0.6736,-1.3766,0.7701,89.2334,-369.6899,-138.1226
0.9663,-1.1279,1.3832,92.2852,-72.8149,60.9741
0.8267,-0.6432,1.7103,63.5376,50.7202,135.437
0.6729,-0.3079,1.3245,-20.4468,217.8955,155.0903
0.4465,0.1149,0.624,-66.7114,255.7983,120.9717
0.0327,0.246,-0.1405,-147.2778,80.0781,66.1621
-0.2777,-0.0116,-0.4983,-122.6196,-208.0688,-70.1294
0.4705,-1.5658,0.4785,94.8486,-441.4673,-178.833
0.9316,-1.0774,1.2302,74.2188,-177.4902,51.9409
0.8846,-0.6516,2.2568,10.376,8.1177,142.1509
0.6932,-0.4677,1.6486,-12.8174,204.5288,162.5366
0.1617,0.3411,0.9008,-56.5186,304.7485,130.188
-0.2125,0.2922,0.0637,-144.104,184.3872,58.0444
-0.3149,0.0793,-0.4851,-197.5708,-179.1992,28.3813
-0.0367,-1.1401,0.37,40.5884,-532.7759,-214.2944
1.0195,-1.512,1.2444,39.1235,-195.1294,11.9629
0.6464,-0.8901,1.7246,97.6563,-31.4331,142.334
0.5538,-0.3895,1.9548,11.2305,158.3252,184.1431
0.3677,-0.0626,1.2927,-39.1846,294.6167,178.1006
0.0448,0.3221,0.4899,-88.8672,274.4141,109.0698
-0.374,0.2979,-0.3881,-212.7686,23.6206,69.519
-0.3524,-0.4272,-0.4427,-63.1714,-441.4062,-133.9722
1.0878,-1.2424,1.5291,68.3594,-311.6455,-28.2593
0.8363,-1.0875,1.5883,142.8833,-51.1475,103.8208
0.6451,-0.5734,1.7826,47.5464,81.2378,177.3071
0.4708,0.0024,1.4474,-36.8042,248.5352,143.6768
0.2103,0.1389,0.6526,-85.083,295.2881,95.0928
-0.0793,0.2631,-0.1039,-131.0425,159.9731,49.3164
-0.1455,-0.1073,-0.6527,-166.0156,-169.9219,-18.3105
0.4407,-1.3776,0.6072,72.3267,-468.0176,-176.3916
